@RELATION train_movement

@ATTRIBUTE time NUMERIC
@ATTRIBUTE r2 NUMERIC
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE z NUMERIC
@ATTRIBUTE movement {moving,stopped}

@DATA
72.400000, 0.016920, -0.100774, 0.074466, -0.034913, decel
72.600000, 0.010213, -0.058345, 0.024893, 0.078670, stopped
72.800000, 0.004043, -0.063581, -0.000037, 0.000739, stopped
73.000000, 0.004770, -0.064120, 0.014587, -0.021124, stopped
73.200000, 0.001297, -0.030631, 0.001442, -0.018878, stopped
73.400000, 0.000848, -0.024651, 0.002432, -0.015316, stopped
73.600000, 0.000698, -0.024612, 0.006005, -0.007506, stopped
73.800000, 0.000358, -0.014217, -0.009420, -0.008182, stopped
74.000000, 0.000326, 0.011961, -0.002648, -0.013280, stopped
74.200000, 0.000362, -0.018589, -0.003731, -0.001495, stopped
74.400000, 0.000642, -0.007860, 0.018412, -0.015522, stopped
74.600000, 0.000513, 0.016199, -0.005273, -0.014914, stopped
74.800000, 0.000751, -0.022301, -0.011663, 0.010831, stopped
75.000000, 0.000312, 0.007903, 0.008920, 0.013020, stopped
75.200000, 0.000043, -0.002671, -0.000464, -0.005996, stopped
75.400000, 0.002731, 0.021058, -0.029421, -0.037713, stopped
75.600000, 0.000404, 0.008125, -0.017078, 0.006789, stopped
75.800000, 0.000518, 0.022248, 0.000464, -0.004767, stopped
76.000000, 0.018890, 0.019201, 0.023481, 0.134050, stopped
76.200000, 0.001090, -0.003536, -0.013123, -0.030086, stopped
76.400000, 0.000354, -0.017440, -0.003966, 0.005864, stopped
76.600000, 0.000021, 0.003779, 0.002563, -0.000351, stopped
76.800000, 0.005303, -0.000217, -0.020429, -0.069895, stopped
77.000000, 0.000187, 0.003401, -0.013199, -0.000962, stopped
77.200000, 0.003108, -0.009892, -0.009371, -0.054063, stopped
77.400000, 0.000976, 0.016602, 0.012083, 0.023555, stopped
77.600000, 0.000236, 0.013438, -0.004932, 0.005566, stopped
77.800000, 0.000141, -0.007627, 0.004781, 0.007717, stopped
78.000000, 0.000412, -0.017728, 0.006960, -0.007005, stopped
78.200000, 0.000169, 0.003482, -0.007759, -0.009809, stopped
78.400000, 0.000013, -0.001653, 0.000093, -0.003228, stopped
78.600000, 0.000820, 0.003734, -0.009445, -0.026782, stopped
78.800000, 0.000488, 0.021339, 0.002102, -0.005290, stopped
79.000000, 0.000445, -0.019930, -0.006833, -0.001017, stopped
79.200000, 0.000218, 0.008139, -0.010005, -0.007182, stopped
79.400000, 0.000809, -0.000603, 0.007413, 0.027446, stopped
79.600000, 0.000004, -0.001488, 0.000462, -0.001098, stopped
79.800000, 0.000130, -0.000583, 0.001266, 0.011307, stopped
80.000000, 0.000013, 0.002615, 0.000632, -0.002338, stopped
80.200000, 0.000335, -0.001538, -0.006216, -0.017142, stopped
80.400000, 0.000846, -0.006246, -0.007338, -0.027434, stopped
80.600000, 0.000035, -0.003380, -0.004489, -0.001810, stopped
80.800000, 0.000050, 0.000904, -0.003013, 0.006343, stopped
81.000000, 0.000325, 0.004752, 0.006080, 0.016300, stopped
81.200000, 0.000057, -0.001597, -0.002410, -0.006978, stopped
81.400000, 0.000099, -0.004839, -0.006164, -0.006148, stopped
81.600000, 0.000076, 0.004025, -0.002851, -0.007175, stopped
81.800000, 0.000049, -0.005968, -0.000792, -0.003578, stopped
82.000000, 0.000195, 0.000134, -0.001424, -0.013901, stopped
82.200000, 0.000071, 0.005343, -0.001027, -0.006452, stopped
82.400000, 0.000053, 0.005807, -0.000445, -0.004383, stopped
82.600000, 0.000067, -0.007422, 0.002173, -0.002618, stopped
82.800000, 0.000064, 0.004792, -0.001936, 0.006127, stopped
83.000000, 0.000480, -0.000416, -0.002755, -0.021733, stopped
83.200000, 0.000058, -0.003005, -0.006838, -0.001637, stopped
83.400000, 0.000011, -0.002154, -0.000647, 0.002357, stopped
83.600000, 0.000017, 0.002760, -0.001038, -0.002842, stopped
83.800000, 0.000378, -0.010076, 0.000687, -0.016618, stopped
84.000000, 0.000140, 0.003220, -0.008009, -0.008119, stopped
84.200000, 0.000045, 0.004709, -0.001535, -0.004529, stopped
84.400000, 0.000105, 0.009714, -0.000081, 0.003259, stopped
84.600000, 0.000012, 0.000516, 0.002130, 0.002721, stopped
84.800000, 0.000028, -0.003601, 0.001453, -0.003556, stopped
85.000000, 0.000126, -0.003927, -0.003956, -0.009757, stopped
85.200000, 0.000197, -0.001470, -0.007657, -0.011660, stopped
85.400000, 0.000305, 0.007179, 0.004785, -0.015178, stopped
85.600000, 0.000424, -0.001844, -0.007256, -0.019192, stopped
85.800000, 0.000129, -0.000681, -0.007674, 0.008323, stopped
86.000000, 0.000011, 0.001226, 0.000221, -0.003074, stopped
86.200000, 0.000138, -0.008046, -0.008575, -0.000149, stopped
86.400000, 0.000033, -0.002310, -0.004522, -0.002709, stopped
86.600000, 0.000463, 0.004777, -0.008829, -0.019043, stopped
86.800000, 0.000413, 0.001068, -0.007298, -0.018940, stopped
87.000000, 0.000190, 0.003530, -0.002583, -0.013086, stopped
87.200000, 0.000116, 0.008508, 0.000974, -0.006555, stopped
87.400000, 0.000028, -0.003603, -0.003668, -0.001322, stopped
87.600000, 0.000192, 0.006310, 0.009228, 0.008176, stopped
87.800000, 0.000105, -0.000581, 0.005403, 0.008692, stopped
88.000000, 0.000006, -0.001489, -0.000359, -0.001919, stopped
88.200000, 0.000223, -0.008862, -0.009292, -0.007621, stopped
88.400000, 0.000272, -0.004119, -0.004686, -0.015268, stopped
88.600000, 0.000135, -0.003286, 0.000338, -0.011144, stopped
88.800000, 0.000126, 0.010882, 0.002527, -0.001085, stopped
89.000000, 0.000020, -0.000167, -0.002989, -0.003282, stopped
89.200000, 0.000102, -0.009151, -0.003495, -0.002434, stopped
89.400000, 0.000047, -0.000914, -0.005402, 0.004138, stopped
89.600000, 0.000000, -0.000161, 0.000587, 0.000097, stopped
89.800000, 0.000017, -0.002119, -0.002173, -0.002713, stopped
90.000000, 0.000040, -0.006319, 0.000434, 0.000348, stopped
90.200000, 0.000010, -0.000099, -0.002043, -0.002343, stopped
90.400000, 0.000075, 0.000271, 0.001548, -0.008513, stopped
90.600000, 0.000100, -0.001086, 0.000614, -0.009939, stopped
90.800000, 0.000150, -0.004924, -0.004107, -0.010431, stopped
91.000000, 0.000117, -0.008648, -0.005274, -0.003747, stopped
91.200000, 0.000726, -0.005689, -0.007451, -0.025266, stopped
91.400000, 0.000153, -0.000127, -0.005608, -0.011038, stopped
91.600000, 0.000065, -0.001630, 0.001198, 0.007820, stopped
91.800000, 0.000006, -0.000435, 0.002062, -0.001240, stopped
92.000000, 0.000154, -0.000723, 0.000511, -0.012368, stopped
92.200000, 0.000160, -0.001168, -0.005547, -0.011322, stopped
92.400000, 0.000094, 0.002945, -0.005470, -0.007438, stopped
92.600000, 0.000094, 0.002945, -0.005470, -0.007438, stopped
