r2, X, Y, Z,,
0.000259,0.001747,-0.009243,-0.01304,,
0.000067,-0.003098,-0.006503,0.003886,,
0.005269,-0.003707,-0.02283,-0.068803,,
0.000073,-0.003401,-0.007715,0.001552,,
0.000657,0.004025,-0.01602,-0.019608,,
0.000412,-0.004216,-0.00319,-0.019604,,
0.000189,0.008572,-0.009022,-0.005806,0, Accelerating
0.00515,-0.039133,-0.009849,-0.059346,,
0.000371,-0.000361,-0.017325,-0.0084,,
0.000026,0.001176,-0.004976,-0.000459,,
0.000118,0.00764,-0.001676,-0.007517,,
0.006319,0.000921,-0.015006,-0.07806,,
0.000944,-0.007784,-0.015222,0.025519,,
0.002305,0.00545,-0.018489,-0.043969,,
0.00236,0.01214,-0.0143,-0.044813,,
0.001358,-0.009017,-0.012515,-0.033466,,
0.001154,-0.014432,-0.005162,0.030309,,
0.000784,0.017354,0.003655,-0.021664,,
0.000531,-0.019678,-0.007304,-0.009526,,
0.00182,-0.007166,-0.01826,-0.037887,,
0.00011,-0.007703,-0.007084,0.000653,,
0.000706,-0.01513,-0.013126,-0.01746,,
0.008444,-0.021891,-0.030669,-0.083814,,
0.000614,0.000015,0.00837,-0.023324,,
0.005884,-0.059783,0.011695,-0.046618,,
0.006538,-0.022712,-0.014635,-0.076212,,
0.000389,-0.007302,-0.018113,-0.002808,,
0.007285,0.004646,0.031955,0.079007,,
0.008392,0.030325,0.023398,0.083214,,
0.003424,0.015322,-0.016581,-0.053984,,
0.00097,0.017713,-0.002007,0.025536,,
0.00162,-0.000317,-0.00369,-0.040075,,
0.001061,0.018783,0.006581,0.025777,,
0.001602,-0.006591,-0.017518,-0.035375,,
0.001115,0.012557,-0.02616,-0.016521,,
0.005762,0.00329,-0.021578,-0.072702,,
0.02229,0.00712,0.027196,0.146628,,
0.016529,0.013476,-0.035341,-0.122874,,
0.012997,-0.052191,-0.026537,-0.097819,,
0.000545,-0.020732,0.002208,-0.010526,,
0.002588,-0.008804,0.000121,-0.050104,,
0.000162,-0.008411,-0.00811,0.005074,,
0.001184,0.00547,0.00414,-0.033718,,
0.002693,-0.000804,0.007618,0.051323,,
0.006601,-0.033769,-0.014364,-0.072485,,
0.000652,-0.014796,-0.000589,-0.02081,,
0.002421,0.011866,-0.002969,0.047663,,
0.000695,-0.003155,-0.006845,0.025266,,
0.008426,-0.030269,-0.002827,-0.086614,,
0.003536,0.004712,0.009688,0.058483,,
0.000208,0.007665,-0.012229,0.000116,,
0.002261,0.006047,0.00524,-0.046868,,
0.001205,-0.022265,0.007238,0.025638,,
0.001048,-0.004238,-0.003908,-0.031859,,
0.002858,-0.012856,0.030923,0.041674,,
0.008436,-0.005931,0.078865,0.0467,,
0.003657,-0.000542,0.002125,-0.060431,,
0.004215,0.045841,0.010633,-0.044733,,
0.006389,0.016953,-0.02261,-0.074769,,
0.004859,-0.062983,-0.011624,0.027518,,
0.000674,-0.010564,0.010188,-0.02141,,
0.000086,0.0002,-0.002982,0.008792,,
0.000265,0.00698,0.014679,-0.000595,,
0.001845,0.014903,-0.009202,0.039221,,
0.004585,0.020551,-0.047606,-0.04355,,
0.011216,0.027599,-0.098123,-0.028745,,
0.237584,0.031461,0.204298,0.441425,,
0.001977,-0.036975,0.010598,0.022305,,
0.002611,-0.045085,-0.019962,0.013398,,
0.003445,-0.039233,-0.043539,-0.003249,,
0.001595,0.012234,-0.014704,-0.03506,,
0.001821,0.02239,-0.031575,0.017967,,
0.010076,0.015296,0.043614,0.089107,,
0.002204,0.007873,-0.012523,-0.044559,,
0.001998,0.021401,-0.020125,-0.033684,,
0.001464,0.022112,-0.003045,0.03107,,
0.000476,0.001706,-0.017718,-0.012633,,
0.001897,0.007973,-0.008248,-0.042021,,
0.000409,0.008592,-0.003477,-0.017964,,
0.00513,0.00662,-0.041026,-0.058339,,
0.000564,-0.007178,-0.02049,-0.009619,,
0.00054,0.001196,-0.010449,0.020727,,
0.001249,-0.0204,0.012697,-0.025914,,
0.001371,-0.013187,0.034585,-0.000742,,
0.002866,-0.025036,0.020045,0.04286,,
0.000763,-0.022507,-0.003521,0.015631,,
0.001071,-0.017258,-0.001261,-0.027778,,
0.00382,-0.017638,-0.031414,-0.050218,,
0.001034,0.005566,0.005497,-0.031188,,
0.001374,0.008063,0.010921,-0.034499,,
0.001787,-0.011273,-0.023881,-0.033012,,
0.002744,0.022162,-0.024927,-0.040388,,
0.000396,-0.002524,0.009195,0.017474,,
0.003825,0.04015,-0.046751,0.005187,,
0.000478,0.015647,-0.014436,-0.004987,,
0.001022,0.019332,0.0155,-0.020194,,
0.019156,-0.000099,0.022958,0.136487,,
0.004847,0.020957,0.025355,0.061357,,
0.001964,-0.000408,0.013186,0.042303,,
0.000387,0.009037,-0.017395,-0.001637,,
0.001989,0.007175,-0.009904,-0.042888,,
0.000308,0.013072,-0.007619,-0.008877,,
0.00336,-0.002574,0.007409,-0.057432,,
0.005291,0.011806,0.012067,-0.070753,,
0.001696,-0.006701,0.028839,0.028622,,
0.000363,-0.004815,-0.007525,0.016841,,
0.004181,-0.031391,-0.021999,-0.052071,,
0.003927,0.05632,0.007921,0.026321,,
0.001208,-0.004854,-0.022464,-0.026073,,
0.007649,-0.018772,-0.020055,-0.083034,,
0.002587,0.010415,0.007048,-0.049288,,
0.001845,0.007556,-0.007602,-0.041595,,
0.002533,0.006611,0.013461,0.048042,,
0.009534,-0.017134,-0.055271,-0.07865,,
0.005987,-0.016013,-0.016313,-0.073924,,
0.000237,0.010828,0.002656,-0.010595,,
0.000152,0.002332,0.011708,0.003054,,
0.000481,-0.001337,-0.020248,-0.008326,,
0.009028,0.004094,-0.034572,-0.088409,,
0.007424,0.003688,-0.019831,-0.08377,,
0.000096,0.00938,-0.002842,-0.000318,,
0.004804,0.017128,0.018659,0.064518,,
0.000443,-0.005655,-0.003213,0.020008,,
0.001325,0.005443,-0.031481,-0.017449,,
0.000508,0.015929,-0.001194,-0.015907,,
0.003718,0.011413,0.010123,-0.059038,,
0.001296,-0.004605,-0.011527,-0.033799,,
0.001001,0.007451,0.029565,0.008423,,
0.000673,0.010656,-0.001664,0.023592,,
0.02247,-0.060535,-0.026379,-0.134573,,
0.001566,0.034788,0.005376,0.018067,,
0.00074,-0.010428,-0.014588,-0.020464,,
0.000749,-0.014142,-0.017374,-0.015714,,
0.00084,0.000115,0.01246,0.026164,,
0.002765,-0.022608,-0.020766,-0.042695,,
0.002739,0.003322,0.010016,-0.051258,,
0.001368,0.016303,0.010255,0.031583,,
0.002731,0.002498,-0.017588,0.049149,,
0.008622,0.007449,0.019223,0.090535,,
0.00721,0.017457,0.031577,0.076862,,
0.00686,-0.005719,0.003535,0.082549,,
0.00073,0.003162,-0.001653,0.026778,,
0.000691,-0.00153,-0.002001,0.026175,,
0.002348,0.034091,0.002107,0.034375,,
0.004669,0.014609,-0.03268,-0.058203,,
0.005055,-0.005425,-0.016245,-0.069007,,
0.00071,-0.002467,-0.017796,-0.019677,,
0.000345,0.005621,-0.015756,-0.0081,,
0.000596,0.014693,-0.007984,0.017786,,
0.000334,0.001073,-0.004594,-0.017663,,
0.004615,-0.045041,-0.050778,-0.002835,,
0.006085,0.010309,0.012134,0.076363,,
0.004227,-0.022133,0.0597,-0.013173,,
0.003153,-0.022439,0.036927,0.035861,,
0.007244,-0.063604,0.053784,-0.017477,,
0.004541,0.056771,0.034633,-0.010897,,
0.002476,-0.032743,-0.027881,-0.025025,,
0.000735,-0.022235,-0.009642,-0.012145,,
0.003552,0.042589,0.04049,-0.009914,,
0.014874,-0.1193,-0.018482,-0.01732,,
0.000599,0.016435,0.016681,0.007143,,
0.002723,0.032366,0.005086,-0.04062,,
0.001906,-0.029918,-0.013833,0.028632,,
0.005483,-0.050749,-0.034811,0.041173,,
0.002541,-0.029911,-0.038175,0.013765,,
0.057186,0.019399,-0.138196,-0.194193,,
0.104498,-0.13369,0.294139,-0.010367,,
0.302291,0.054719,-0.30189,-0.456245,,
0.003682,0.011574,0.017825,0.056838,,
0.004482,0.031907,-0.047369,-0.034935,,
0.009643,0.040741,-0.087381,-0.018647,,
0.009974,-0.007799,0.058283,0.080725,,
0.001883,-0.038534,0.015199,-0.012924,,
0.015601,0.07251,0.013526,0.100801,,
0.012439,0.000223,0.108393,0.026267,,
0.005169,-0.0043,0.069907,0.016244,,
0.015458,0.055383,0.01279,0.110575,,
0.007185,-0.008065,0.059144,-0.06018,,
0.009922,0.050884,0.012289,0.084747,,
0.004532,-0.050744,-0.036145,-0.025513,,
0.013662,-0.036507,0.104472,0.037618,,
0.019133,0.086874,-0.084148,0.067121,,
0.002058,0.003811,-0.041866,0.017058,,
0.002757,0.04486,0.004587,-0.026901,,
0.00098,-0.028097,-0.00712,-0.011831,,
0.004748,0.030682,-0.061613,0.003174,,
0.033372,-0.06447,-0.059829,-0.160113,,
0.005687,0.011432,-0.023627,-0.070697,,
0.043336,-0.01985,0.151503,0.141382,,
0.007163,0.023516,0.062957,0.051447,,
0.003828,0.045684,-0.009233,0.040684,,
0.015011,0.10741,-0.025798,0.053001,,
0.004313,0.026299,0.003807,-0.060056,,
0.00643,-0.00648,0.063098,-0.049061,,
0.000782,-0.001924,-0.023125,-0.015611,,
0.00962,0.022614,-0.012398,0.094633,,
0.021124,0.030274,0.095052,0.105702,,
0.009986,-0.019809,0.088314,-0.042359,,
0.00202,-0.010068,0.028597,0.033179,,
0.00455,-0.015364,0.06565,-0.001888,,
0.002881,-0.050677,0.013035,-0.011959,,
0.005002,-0.01533,0.067907,-0.01247,,
0.008378,0.03396,0.051096,0.067923,,
0.001897,-0.029666,-0.019738,-0.025041,,
0.00258,-0.009117,-0.025885,-0.042741,,
0.001935,-0.014218,-0.041525,-0.002876,,
0.003947,-0.028564,0.007123,-0.0555,,
0.000712,0.010899,0.021998,-0.010462,,
0.002406,0.019995,0.020529,-0.039803,,
0.001209,0.01768,-0.011093,-0.027817,,
0.001677,0.00365,0.030637,0.026927,,
0.021331,0.041999,0.099549,0.098268,,
0.002086,-0.033002,0.02655,-0.017073,,
0.004373,0.019918,-0.062957,-0.003535,,
0.000661,0.003885,0.020457,0.015075,,
0.008755,-0.012301,0.0533,0.075912,,
0.011875,0.014582,-0.106942,-0.015019,,
0.00956,0.039288,0.086824,-0.021855,,
0.008767,0.085504,0.027264,0.0267,,
0.000443,-0.015867,-0.008379,-0.010998,,
0.033159,0.077997,0.161943,0.029159,,
0.004648,0.003579,0.062281,0.0275,,
0.112224,-0.000278,-0.226811,0.246538,,
0.002839,-0.02871,-0.043315,-0.011751,,
0.006428,-0.003371,-0.07672,-0.023032,,
0.005157,0.050312,0.040262,-0.031702,,
0.000492,-0.001529,0.007687,0.020742,,
0.002431,-0.043185,-0.00883,0.022092,,
0.000595,-0.002993,-0.014149,0.019633,,
0.000515,0.021844,-0.001833,0.005887,,
0.002569,0.033869,0.006669,-0.037112,,
0.023188,0.104512,0.079045,-0.077567,,
0.001924,-0.034874,-0.006393,0.025816,,
0.001821,-0.019251,0.026842,-0.027009,,
0.010227,0.042012,0.074618,-0.053798,,
0.004527,-0.039618,-0.018535,0.051129,,
0.011527,-0.092933,-0.042967,0.032309,,
0.004802,-0.061653,-0.029111,0.012382,,
0.00263,0.036328,0.026667,0.024486,,
0.027089,-0.080347,0.01245,-0.143103,,
0.007348,0.013084,0.060468,0.059331,,
0.007689,0.037046,0.076846,-0.020284,,
0.009238,-0.030851,0.077222,0.048198,,
0.014739,0.036814,0.001407,-0.115682,,
0.012437,-0.081863,0.0594,-0.046977,,
0.000677,-0.016202,0.008551,-0.018481,,
0.002502,0.012166,0.010327,-0.047411,,
0.003407,-0.044138,-0.015471,-0.034917,,
0.005299,-0.050631,0.035092,0.038783,,
0.001077,0.015641,0.014066,0.025188,,
0.001526,0.013281,-0.032551,-0.017034,,
0.016563,0.120711,-0.02695,0.035576,,
0.006622,0.074812,-0.027369,0.016616,,
0.000223,-0.010218,0.0088,0.006392,,
0.000711,-0.003861,-0.012208,-0.023384,,
0.001543,-0.034113,-0.006216,-0.018448,,
0.001824,-0.011085,-0.000717,-0.041241,,
0.001719,-0.014973,0.037308,0.01016,,
0.01206,-0.065989,0.086349,0.015803,,
0.002252,-0.037677,0.016303,-0.023814,,
0.004402,-0.021696,0.033517,-0.052989,,
0.004838,-0.060411,-0.004029,-0.034241,,
0.002276,0.03273,0.005466,0.034281,,
0.00823,0.059767,-0.063946,0.023845,,
0.004379,-0.058675,0.022781,-0.020424,,
0.025062,-0.003343,-0.058248,0.147167,,
0.001441,0.024995,0.023433,0.016331,,
0.003904,-0.046044,0.041673,-0.006859,,
0.002256,-0.016945,0.008739,-0.043506,,
0.00014,-0.001481,0.011664,0.00145,,
0.001468,-0.028594,0.025078,-0.004682,,
0.005148,0.068407,-0.010094,0.019157,,
0.000754,0.018405,0.0104,-0.017536,,
0.008654,-0.054548,0.011093,-0.074536,,
0.002683,-0.051191,0.000293,0.007872,,
0.001465,-0.026981,0.026663,0.005149,,
0.002879,-0.05302,0.000182,-0.00823,,
0.00083,0.004863,0.009211,-0.026852,,
0.002404,0.009802,0.037554,-0.029963,,
0.000642,0.012887,0.004468,-0.021356,,
0.006882,-0.078471,-0.005956,-0.026245,,
0.003348,0.03812,-0.039403,-0.018506,,
0.001706,-0.002921,0.008765,-0.04026,,
0.003973,0.055846,0.017614,-0.023322,,
0.003376,-0.047564,0.030343,0.013895,,
0.03603,-0.141301,0.125661,-0.016544,,
0.001148,-0.007316,-0.002764,0.032973,,
0.003831,-0.023543,-0.056304,-0.010324,,
0.136716,0.128044,0.011617,-0.346679,,
0.136716,0.128044,0.011617,-0.346679,,
0.006534,-0.05862,0.053727,-0.014518,,
0.01455,0.044536,-0.024278,-0.10944,0, Max Velocity Reached
0.001523,0.019553,-0.033375,-0.005165,,
0.015478,0.003442,-0.117106,-0.041861,,
0.019084,0.074081,-0.022378,-0.114435,,
0.041839,-0.182132,0.007188,0.092818,,
0.026757,-0.045296,-0.001292,-0.157173,,
0.026757,-0.045296,-0.001292,-0.157173,,
0.023151,-0.104822,0.108777,0.018187,,
0.017937,0.129831,0.01115,-0.030927,,
0.039486,0.035579,0.077068,0.179667,,
0.039486,0.035579,0.077068,0.179667,,
0.005573,0.017542,0.032508,0.064875,,
0.005573,0.017542,0.032508,0.064875,,
0.001285,-0.030146,-0.004482,0.018869,,
0.001285,-0.030146,-0.004482,0.018869,,
0.000284,0.010882,-0.002435,0.012635,,
0.001758,0.040171,0.002441,-0.011749,,
0.010849,-0.08936,-0.05322,-0.005557,,
0.004322,0.060844,0.005523,-0.02427,,
0.003947,0.061737,0.004538,-0.010719,,
0.001149,0.031285,0.008051,-0.010277,,
0.000708,-0.0069,-0.02221,0.012916,,
0.001817,-0.036333,-0.020796,0.008016,,
0.001294,-0.033822,-0.011689,0.003719,,
0.001121,-0.018644,-0.007748,-0.026714,,
0.00134,-0.0008,-0.009097,-0.035454,,
0.008029,0.071243,0.011168,0.053184,,
0.010466,0.008182,0.037542,0.094814,,
0.003018,0.036218,0.01521,0.038408,,
0.001226,-0.024778,-0.020859,-0.013319,,
0.004787,-0.047097,0.00977,0.049736,,
0.000337,-0.010394,-0.006101,-0.013864,,
0.009678,-0.037185,0.03478,0.084177,,
0.12476,0.016558,-0.144994,-0.321656,,
0.075252,0.074046,0.132444,0.228533,,
0.001503,-0.02201,-0.031719,-0.003585,0, Decelerating
0.003052,-0.03587,-0.001132,-0.041995,,
0.007739,0.00801,0.058405,0.065295,,
0.014988,-0.095244,-0.062318,-0.045088,,
0.002726,-0.044162,-0.006558,-0.027066,,
0.001484,-0.008769,-0.032739,-0.018312,,
0.001965,-0.041944,-0.012272,0.007399,,
0.003493,-0.000562,-0.026152,-0.053,,
0.002166,0.013624,-0.025847,-0.036231,,
0.004259,0.06295,0.007166,-0.015659,,
0.002367,0.010993,-0.036692,-0.030002,,
0.017202,0.050701,-0.021783,0.118983,,
0.003199,-0.015881,-0.007454,0.053766,,
0.010529,0.017583,-0.027672,-0.097233,,
0.009889,0.00537,-0.032072,-0.093977,,
0.000939,0.025424,-0.017084,0.00059,,
0.000642,0.013354,0.014896,-0.01556,,
0.004438,0.042909,-0.045926,0.022083,,
0.007609,-0.033636,-0.012633,-0.079484,,
0.003883,-0.001791,0.033793,0.052325,,
0.004402,0.002097,-0.029454,-0.059415,,
0.004115,-0.021793,0.012599,-0.059005,,
0.001591,-0.036114,0.008161,0.014842,,
0.000406,-0.016972,0.006864,0.008447,,
0.003924,0.008741,0.003203,-0.061943,,
0.002964,0.006795,-0.033228,-0.042592,,
0.001713,0.026422,-0.004878,-0.031479,,
0.007498,0.040879,0.011244,-0.075499,,
0.00061,-0.014076,-0.000109,0.020297,,
0.001177,-0.021874,0.014674,0.021986,,
0.0042,-0.008442,-0.015175,-0.062436,,
0.003144,-0.026057,0.014624,-0.047447,,
0.001271,-0.025094,-0.015525,-0.019994,,
0.007377,-0.019913,-0.044888,-0.07047,,
0.008116,0.012567,-0.019088,-0.087143,,
0.000087,-0.005409,0.005921,0.004779,,
0.001124,0.00404,-0.028264,0.017584,,
0.001348,0.021391,0.029544,-0.00421,,
0.002311,0.026083,0.040352,0.001383,,
0.031098,-0.008209,-0.041348,-0.171234,,
0.006441,-0.028633,-0.033176,-0.067238,,
0.00577,-0.018747,-0.018936,-0.071133,,
0.001487,-0.004879,-0.003349,-0.038099,,
0.00508,0.009205,-0.02825,-0.064784,,
0.001406,0.002074,-0.016989,-0.033357,,
0.044642,0.199233,-0.033787,0.061696,0, Stopped
0.000324,0.003083,-0.01233,-0.012742,,
0.000465,0.017567,0.000603,0.012482,,
0.00041,0.012354,-0.008113,-0.01385,,
0.000162,0.007423,-0.009939,-0.002827,,
0.000346,-0.003322,-0.016879,-0.007095,,
0.000205,0.002136,-0.003279,-0.01376,,
0.000076,0.001497,-0.005392,0.006659,,
0.000408,-0.005389,-0.002178,-0.019335,,
0.000652,-0.008338,-0.0044,-0.023738,,
0.00048,0.001635,0.006356,-0.020909,,
0.000072,0.001001,-0.00552,-0.006361,,
0.00111,0.019328,-0.001316,-0.027109,,
0.00062,-0.02336,0.002127,-0.008327,,
0.00043,-0.01511,-0.012033,0.007519,,
0.000145,0.004327,-0.006931,-0.008846,,
0.000524,-0.011275,-0.01394,-0.01424,,
0.000017,-0.003043,-0.001455,-0.002301,,
0.000568,-0.007614,-0.002957,-0.022385,,
0.000077,-0.002342,-0.006372,-0.005519,,
0.000228,-0.001439,-0.011619,-0.009523,,
0.000177,0.012619,0.000647,-0.004197,,
0.000487,-0.005863,-0.007549,-0.019888,,
0.000283,-0.012584,-0.002704,-0.01084,,
0.00033,-0.01017,-0.010773,-0.01052,,
0.000099,0.001331,-0.004183,-0.008932,,
0.000107,0.004373,-0.008328,-0.00434,,
0.002512,-0.009225,0.025049,-0.042414,,
0.001163,-0.010825,0.001363,-0.032312,,
0.000118,0.005475,-0.003092,-0.00887,,
0.000536,-0.001186,-0.019009,-0.013169,,
0.000358,0.000203,-0.014379,0.012313,,
0.000511,-0.003067,-0.011403,-0.019287,,
0.000454,0.009583,0.003889,-0.018635,,
0.000256,-0.005185,-0.005973,-0.013902,,
0.000436,0.011148,-0.005988,-0.016621,,
0.001129,-0.010279,-0.009541,-0.03053,,
0.000033,0.00351,-0.003988,-0.002281,,
0.000576,-0.00941,-0.006321,-0.021144,,
0.000196,-0.001956,-0.006041,-0.012477,,
0.000981,0.01548,-0.008103,0.025992,,
0.000157,0.011411,-0.005165,-0.000618,,
0.000547,-0.000144,-0.007226,-0.022243,,
0.000094,0.000981,-0.00194,-0.009455,,
0.000722,-0.008458,-0.007428,-0.024392,,
0.000051,-0.002391,-0.00046,-0.006733,,
0.000261,-0.001324,-0.011012,-0.011744,,
0.000215,-0.000276,-0.005774,-0.013465,,
0.000062,-0.006654,-0.003252,-0.002755,,
0.00081,0.022927,-0.008905,-0.01433,,
0.000093,0.002689,-0.002323,-0.008964,,
0.004289,0.029059,-0.00695,-0.058278,,
0.000297,0.00301,0.002911,-0.016704,,
0.000011,-0.000033,0.003249,0.000587,,
0.00076,-0.001227,-0.000091,-0.027535,,
0.000671,-0.004228,-0.014703,-0.020899,,
0.00007,-0.00502,-0.004394,-0.005077,,
0.001908,-0.002966,0.006375,0.043109,,
0.000308,-0.007189,-0.007024,-0.014402,,
0.00032,0.014748,-0.006581,-0.007681,,
0.003801,0.041429,-0.044476,-0.010323,,
0.000793,0.011441,-0.005889,-0.02505,,
0.001107,0.016561,-0.011859,0.026315,,
0.003518,0.006936,-0.025981,-0.052862,,
0.002535,0.033498,-0.031015,-0.021234,,
0.001589,0.00429,-0.013844,-0.037138,,
0.000057,0.005193,-0.003222,0.004447,,
0.003265,0.020243,0.010674,0.052354,,
0.001298,-0.008981,0.001701,0.034853,,
0.002462,-0.023556,-0.026946,-0.034368,,
0.004956,0.007562,0.026117,0.064938,,
0.003568,-0.022892,0.005613,-0.054886,,
0.000558,-0.005968,-0.014114,-0.017978,0, Accelerating
0.005493,-0.067522,-0.01209,-0.028068,,
0.005224,0.020736,0.035972,0.059159,,
0.004178,-0.011751,-0.023012,-0.059252,,
0.002703,-0.01661,-0.006627,-0.048815,,
0.000061,-0.00737,-0.002524,0.000099,,
0.017873,-0.094338,-0.046603,-0.082471,,
0.031171,0.054551,0.164888,0.03174,,
0.009851,-0.021475,-0.038049,-0.089117,,
0.004629,-0.024406,-0.026888,-0.05754,,
0.002055,0.039464,-0.022038,-0.003485,,
0.000451,-0.009685,0.013733,-0.012982,,
0.006071,-0.044214,-0.051511,-0.038245,,
0.006054,-0.039707,-0.031258,-0.059161,,
0.007434,0.069631,0.025722,0.043862,,
0.001269,-0.028787,-0.000597,-0.020975,,
0.000492,-0.001761,-0.018225,0.012503,,
0.000229,0.013672,-0.000395,-0.006436,,
0.002795,-0.009429,0.013976,-0.050112,,
0.014241,-0.014352,-0.035068,0.113162,,
0.002249,-0.001989,0.014455,0.045128,,
0.003821,0.01554,0.048527,0.035001,,
0.002231,0.007169,-0.026039,0.038751,,
0.001201,0.007134,0.030546,-0.014742,,
0.002369,0.043983,0.017443,0.011428,,
0.00912,-0.02551,-0.055893,-0.073108,,
0.001512,-0.03308,-0.017408,0.010716,,
0.002218,-0.0194,-0.038618,0.018705,,
0.002229,0.000699,-0.046387,-0.008763,,
0.000094,-0.006319,-0.001464,0.007185,,
0.004692,-0.046119,0.02836,-0.041965,,
0.000356,0.014807,0.008974,0.007488,,
0.001453,0.022993,0.021048,-0.02193,,
0.000485,-0.011089,0.018605,0.003954,,
0.001603,0.022584,-0.018077,-0.027676,,
0.00022,-0.008816,0.001859,-0.011785,,
0.006793,-0.062027,-0.03215,-0.043726,,
0.00082,-0.01369,0.018187,-0.017359,,
0.001163,0.001523,-0.026807,0.021022,,
0.000366,-0.001436,0.008537,0.017065,,
0.002681,-0.001628,-0.042563,-0.029445,,
0.002333,0.004852,-0.047111,-0.00951,,
0.010237,0.06346,0.044079,0.06532,,
0.000036,0.002293,0.004571,0.003099,,
0.001922,0.035538,0.012007,-0.022687,,
0.004138,0.000337,0.058303,0.027186,,
0.036774,0.185954,-0.000906,-0.046846,,
0.068414,-0.241832,-0.033948,-0.093695,,
0.060886,-0.090338,0.044316,-0.225301,,
0.003592,-0.012525,0.0117,-0.05743,,
0.004212,0.030481,0.005143,0.057064,,
0.001204,0.014511,0.030168,-0.009143,,
0.007138,-0.012334,-0.019264,-0.081332,,
0.000698,-0.00981,-0.020319,0.013752,,
0.002187,-0.036189,-0.026994,0.012194,,
0.004058,0.001245,0.000492,-0.06369,,
0.003041,-0.016103,-0.023768,-0.047079,,
0.002338,0.032649,-0.00937,-0.034415,,
0.007416,0.039317,0.023683,-0.072868,,
0.027948,-0.016917,-0.01319,-0.165794,,
0.028415,-0.02157,-0.053489,-0.158393,,
0.007779,-0.036276,-0.013753,0.079206,,
0.000164,-0.005673,0.000729,0.011461,,
0.004857,-0.003308,-0.014111,0.068166,,
0.002126,-0.008339,0.002353,0.045285,,
0.004099,-0.060584,-0.004965,-0.020088,,
0.00373,0.011273,-0.011082,-0.058992,,
0.010051,0.045721,0.027249,0.084956,,
0.003539,0.012539,-0.005525,0.057886,,
0.003465,-0.006452,0.037296,-0.04508,,
0.001194,-0.020424,-0.027558,-0.004153,,
0.004888,-0.058636,-0.033354,-0.018378,,
0.00402,0.039789,0.034688,-0.035127,,
0.005508,0.030521,-0.002216,-0.067613,,
0.002997,0.013208,-0.000052,0.05313,,
0.011237,-0.015052,-0.05382,-0.090075,0, Max Velocity Reached
0.003691,0.018939,-0.017392,-0.055043,,
0.000644,0.009299,-0.0144,-0.018709,,
0.006659,-0.048125,-0.038462,-0.05351,,
0.00512,0.006534,-0.033578,-0.062847,,
0.005611,-0.00889,0.042466,0.061064,,
0.002887,0.011332,-0.021537,-0.047901,,
0.004609,-0.031202,-0.012329,-0.059018,,
0.013708,-0.047073,-0.060459,-0.088526,,
0.010763,0.026974,-0.008601,-0.099805,,
0.015039,-0.034178,0.068818,0.095578,,
0.009732,0.016994,-0.002997,-0.097132,,
0.005643,0.035221,0.065979,-0.007046,,
0.117116,-0.142856,-0.155672,-0.269211,,
0.061518,-0.179998,0.016006,0.16989,,
0.007358,0.021429,0.04553,0.069469,,
0.00047,0.005831,-0.000832,-0.020872,,
0.001648,0.015629,-0.029864,-0.022622,,
0.017012,-0.045233,-0.000527,0.122336,,
0.010472,0.034147,0.041184,0.087236,,
0.000899,-0.006199,-0.028903,-0.005067,,
0.059001,-0.019057,-0.132712,-0.202547,,
0.004934,0.031884,0.025523,0.057146,,
0.001099,-0.01462,-0.00993,-0.028047,,
0.008967,-0.014357,-0.073435,-0.058039,,
0.00068,0.018966,-0.014664,0.010276,,
0.001072,0.014361,0.027138,0.011379,,
0.009463,-0.001107,-0.039794,-0.088762,,
0.006877,-0.032964,-0.062807,-0.04296,,
0.001485,-0.008091,0.00844,0.036722,,
0.015944,-0.057133,-0.087673,-0.070663,,
0.000301,-0.01197,-0.000566,0.012535,,
0.001741,-0.041314,0.000534,0.005825,,
0.010524,-0.013565,-0.048549,-0.08935,,
0.004207,-0.02064,-0.05475,-0.027999,,
0.032436,-0.007041,0.004231,-0.179912,,
0.017716,-0.009683,-0.057321,0.119738,,
0.026775,0.151605,0.019552,0.058389,,
0.000749,-0.014695,-0.022645,0.00448,,
0.003376,0.000018,-0.03413,-0.047023,,
0.033569,-0.085469,0.089243,0.135278,,
0.016827,0.034012,-0.069235,-0.10429,,
0.008153,0.005434,-0.050369,-0.074746,,
0.002316,-0.029449,-0.018833,-0.033084,,
0.012826,0.041893,-0.024466,-0.102333,,
0.00363,-0.013987,0.002269,-0.058559,,
0.002151,-0.003814,0.011378,0.044803,,
0.012212,-0.006783,0.047246,0.099668,,
0.001268,0.035512,-0.000808,-0.00241,,
0.001097,0.006311,-0.001386,0.03248,,
0.026119,0.047307,0.010992,-0.154143,,
0.009255,0.078545,0.01729,-0.052786,,
0.005146,-0.058575,0.02916,0.029411,,
0.004804,0.0633,0.012799,-0.025158,,
0.002947,-0.043549,0.032403,0.000307,,
0.029821,0.084321,0.103025,0.109986,,
0.004469,-0.065985,-0.002237,0.01051,,
0.00135,0.031479,0.018937,-0.000568,,
0.002999,0.026595,-0.045062,-0.016173,,
0.000719,0.026383,-0.003056,0.003635,,
0.003902,0.027832,-0.053465,-0.016406,,
0.006809,0.054133,-0.0441,-0.043971,,
0.002473,0.046975,0.007109,0.014675,,
0.004163,0.037729,-0.02117,-0.047864,,
0.006468,0.022837,0.014061,0.075823,,
0.003018,-0.043427,0.03325,-0.005171,,
0.004838,0.025298,-0.060285,-0.023745,,
0.0641,-0.174534,0.158976,0.091458,,
0.004469,-0.052739,0.019293,0.036272,,
